player_name,age,minutes_played,field_goal_success,goal_success_3P,goal_success_2P,effective_field_goal,total_rebounds,assist,steal,blocking,points
Luke Kornet,22.0,326.0,0.392,0.354,0.457,0.504,64.0,26.0,6.0,16.0,134.0
Malachi Richardson,22.0,321.5,0.3315,0.304,0.3535,0.399,33.5,13.0,10.0,1.0,88.0
Malcolm Brogdon,25.0,1436.0,0.485,0.385,0.532,0.547,156.0,152.0,41.0,13.0,625.0
Malcolm Delaney,28.0,1014.0,0.382,0.371,0.391,0.463,100.0,163.0,35.0,6.0,338.0
Malcolm Miller,24.0,126.0,0.464,0.381,0.714,0.607,15.0,3.0,1.0,2.0,38.0
Malik Beasley,21.0,583.0,0.41,0.341,0.469,0.489,71.0,31.0,15.0,7.0,196.0
Malik Monk,19.0,854.0,0.36,0.342,0.385,0.458,66.0,91.0,20.0,9.0,421.0
Manu Ginobili,40.0,1299.0,0.434,0.333,0.506,0.503,142.0,163.0,43.0,16.0,576.0
MarShon Brooks,29.0,193.0,0.5,0.594,0.457,0.593,21.0,25.0,11.0,3.0,141.0
Marc Gasol,33.0,2408.0,0.42,0.341,0.456,0.473,592.0,305.0,54.0,101.0,1258.0
Marco Belinelli,31.0,1298.0,0.4486666666666667,0.37799999999999995,0.5256666666666666,0.547,100.66666666666667,98.66666666666667,44.0,8.0,647.3333333333334
Marcus Georges-Hunt,23.0,224.0,0.438,0.267,0.515,0.479,16.0,7.0,6.0,0.0,59.0
Marcus Morris,28.0,1447.0,0.429,0.368,0.467,0.499,289.0,72.0,35.0,12.0,734.0
Marcus Paige,24.0,28.0,0.286,0.25,0.333,0.357,4.0,3.0,0.0,0.0,12.0
Marcus Smart,23.0,1614.0,0.367,0.301,0.429,0.44,189.0,259.0,71.0,23.0,550.0
Mario Chalmers,31.0,1421.0,0.379,0.277,0.456,0.439,157.0,197.0,79.0,14.0,507.0
Mario Hezonja,22.0,1657.0,0.442,0.337,0.523,0.515,281.0,106.0,81.0,31.0,722.0
Markelle Fultz,19.0,253.0,0.405,0.0,0.409,0.405,43.0,53.0,12.0,4.0,100.0
Markieff Morris,28.0,1968.0,0.48,0.367,0.529,0.536,409.0,142.0,56.0,38.0,841.0
Marquese Chriss,20.0,1527.0,0.423,0.295,0.509,0.482,395.0,83.0,51.0,70.0,556.0
Marquis Teague,24.0,74.0,0.25,0.25,0.25,0.281,6.0,13.0,4.0,0.0,11.0
Marreese Speights,30.0,675.0,0.395,0.369,0.448,0.519,133.0,40.0,8.0,22.0,402.0
Marvin Williams,31.0,2006.0,0.458,0.413,0.512,0.57,370.0,96.0,56.0,38.0,744.0
Mason Plumlee,27.0,1439.0,0.601,0.0,0.602,0.601,400.0,142.0,49.0,81.0,524.0
Matthew Dellavedova,27.0,712.0,0.362,0.372,0.351,0.457,64.0,145.0,14.0,0.0,164.0
Maurice Harkless,24.0,1264.0,0.495,0.415,0.547,0.577,162.0,53.0,48.0,43.0,385.0
Maxi Kleber,26.0,1206.0,0.489,0.313,0.613,0.553,234.0,51.0,26.0,47.0,386.0
Meyers Leonard,25.0,254.0,0.59,0.423,0.673,0.66,70.0,17.0,7.0,0.0,112.0
Michael Beasley,29.0,1653.0,0.507,0.395,0.52,0.528,414.0,123.0,36.0,43.0,976.0
Michael Carter-Williams,26.0,835.0,0.332,0.237,0.365,0.362,138.0,116.0,44.0,23.0,239.0
Michael Kidd-Gilchrist,24.0,1850.0,0.504,0.0,0.505,0.504,302.0,71.0,51.0,32.0,681.0
Mike Conley,30.0,373.0,0.381,0.312,0.44,0.452,27.0,49.0,12.0,3.0,205.0
Mike James,27.0,678.0,0.3855,0.2665,0.4385,0.4265,89.5,123.0,27.5,7.0,334.0
Mike Muscala,26.0,1060.0,0.458,0.371,0.559,0.558,230.0,51.0,31.0,27.0,405.0
Mike Scott,29.0,1406.0,0.527,0.405,0.582,0.59,247.0,80.0,23.0,10.0,668.0
Milos Teodosic,30.0,1134.0,0.419,0.379,0.492,0.542,126.0,209.0,23.0,5.0,429.0
Milton Doyle,24.0,125.0,0.277,0.174,0.375,0.319,18.0,10.0,6.0,2.0,34.0
Monte Morris,22.0,25.0,0.667,0.0,0.8,0.667,2.0,7.0,3.0,0.0,10.0
Montrezl Harrell,24.0,1293.0,0.635,0.143,0.641,0.636,306.0,74.0,36.0,52.0,836.0
Myke Henry,25.0,378.0,0.376,0.328,0.431,0.463,38.0,22.0,31.0,6.0,107.0
Myles Turner,21.0,1836.0,0.479,0.357,0.519,0.523,417.0,87.0,38.0,118.0,828.0
Nemanja Bjelica,29.0,1371.0,0.461,0.415,0.505,0.563,274.0,86.0,50.0,16.0,454.0
Nene Hilario,35.0,758.0,0.569,0.0,0.574,0.569,176.0,45.0,28.0,14.0,340.0
Nerlens Noel,23.0,472.0,0.524,0.0,0.529,0.524,168.0,20.0,31.0,22.0,131.0
Nick Young,32.0,1393.0,0.412,0.377,0.481,0.538,125.0,36.0,38.0,7.0,581.0
Nicolas Batum,29.0,1981.0,0.415,0.336,0.473,0.486,306.0,349.0,65.0,23.0,740.0
Nigel Hayes,23.0,79.33333333333333,0.3173333333333333,0.139,0.5956666666666667,0.34933333333333333,14.666666666666666,4.0,1.3333333333333333,2.0,16.0
Nik Stauskas,24.0,348.6666666666667,0.3443333333333333,0.268,0.3586666666666667,0.432,42.666666666666664,26.0,6.0,2.6666666666666665,120.66666666666667
Nikola Jokic,22.0,2443.0,0.499,0.396,0.538,0.554,803.0,458.0,90.0,61.0,1385.0
Nikola Mirotic,26.0,996.0,0.44933333333333336,0.38033333333333336,0.5246666666666667,0.5489999999999999,270.0,53.333333333333336,29.333333333333332,26.0,572.6666666666666
Nikola Vucevic,27.0,1683.0,0.475,0.314,0.527,0.513,523.0,191.0,56.0,62.0,939.0
Noah Vonleh,22.0,583.3333333333334,0.449,0.312,0.5,0.4883333333333333,207.33333333333334,22.666666666666668,12.666666666666666,11.333333333333334,176.0
Norman Powell,24.0,1062.0,0.401,0.285,0.516,0.472,119.0,89.0,37.0,16.0,385.0
OG Anunoby,20.0,1481.0,0.471,0.371,0.604,0.577,184.0,55.0,52.0,14.0,438.0
Okaro White,25.0,80.0,0.438,0.364,0.6,0.563,11.0,2.0,1.0,1.0,20.0
Omri Casspi,29.0,740.0,0.58,0.455,0.595,0.604,200.0,51.0,18.0,19.0,300.0
Otto Porter,24.0,2432.0,0.503,0.441,0.537,0.581,492.0,157.0,116.0,41.0,1134.0
P.J. Tucker,32.0,2281.0,0.39,0.371,0.435,0.52,457.0,77.0,78.0,26.0,502.0
Pascal Siakam,23.0,1679.0,0.508,0.22,0.612,0.537,364.0,159.0,62.0,42.0,589.0
Pat Connaughton,25.0,1488.0,0.423,0.352,0.506,0.518,161.0,91.0,23.0,22.0,441.0
Patrick Beverley,29.0,334.0,0.403,0.4,0.407,0.504,45.0,32.0,19.0,5.0,134.0
Patrick McCaw,22.0,961.0,0.409,0.238,0.503,0.451,82.0,81.0,43.0,10.0,229.0
Patrick Patterson,28.0,1270.0,0.398,0.386,0.421,0.523,193.0,57.0,48.0,23.0,318.0
Patty Mills,29.0,2107.0,0.411,0.372,0.47,0.523,154.0,229.0,55.0,11.0,819.0
Pau Gasol,37.0,1812.0,0.458,0.358,0.481,0.492,619.0,238.0,24.0,79.0,775.0
Paul George,27.0,2891.0,0.43,0.401,0.454,0.521,447.0,263.0,161.0,39.0,1734.0
Paul Millsap,32.0,1143.0,0.464,0.345,0.506,0.509,245.0,105.0,39.0,44.0,555.0
Paul Zipser,23.0,824.0,0.346,0.336,0.355,0.425,131.0,46.0,20.0,15.0,218.0
Quincy Acy,27.0,1359.0,0.356,0.349,0.384,0.496,257.0,57.0,33.0,29.0,411.0
Quincy Pondexter,29.0,196.0,0.286,0.136,0.407,0.316,27.0,9.0,8.0,2.0,45.0
Quinn Cook,24.0,740.0,0.484,0.442,0.514,0.575,82.0,89.0,12.0,1.0,312.0
R.J. Hunter,24.0,45.0,0.35,0.214,0.667,0.425,5.0,3.0,3.0,0.0,19.0
Rajon Rondo,31.0,1705.0,0.468,0.333,0.526,0.518,263.0,533.0,70.0,10.0,537.0
Ramon Sessions,31.0,261.3333333333333,0.357,0.2966666666666667,0.373,0.39033333333333337,25.333333333333332,51.333333333333336,9.333333333333334,1.3333333333333333,90.66666666666667
Rashad Vaughn,21.0,192.5,0.4155,0.3745,0.5035000000000001,0.543,19.0,12.5,4.5,3.0,61.5
Raul Neto,25.0,498.0,0.457,0.404,0.481,0.52,49.0,75.0,13.0,4.0,183.0
Raymond Felton,33.0,1365.0,0.406,0.352,0.444,0.479,156.0,203.0,49.0,16.0,565.0
Reggie Bullock,26.0,1732.0,0.489,0.445,0.536,0.603,154.0,95.0,47.0,13.0,698.0
Reggie Jackson,27.0,1201.0,0.426,0.308,0.475,0.471,125.0,238.0,27.0,4.0,656.0
Richard Jefferson,37.0,163.0,0.444,0.286,0.5,0.481,17.0,15.0,2.0,1.0,30.0
Richaun Holmes,24.0,746.0,0.56,0.129,0.624,0.568,211.0,61.0,20.0,29.0,311.0
Ricky Rubio,27.0,2254.0,0.418,0.352,0.451,0.476,351.0,410.0,121.0,11.0,1008.0
Robert Covington,27.0,2532.0,0.413,0.369,0.497,0.534,433.0,156.0,137.0,72.0,1009.0
Robin Lopez,29.0,1690.0,0.53,0.286,0.536,0.533,290.0,124.0,14.0,53.0,756.0
Rodney Hood,25.0,1077.3333333333333,0.43166666666666664,0.37399999999999994,0.4713333333333334,0.5113333333333333,110.0,63.333333333333336,30.0,8.0,588.0
Rodney McGruder,26.0,299.0,0.493,0.429,0.553,0.596,32.0,17.0,8.0,3.0,91.0
Rodney Purvis,23.0,290.0,0.327,0.25,0.4,0.388,27.0,17.0,3.0,3.0,96.0
Ron Baker,24.0,385.0,0.339,0.333,0.346,0.432,30.0,47.0,26.0,6.0,71.0
Rondae Hollis-Jefferson,23.0,1920.0,0.472,0.241,0.491,0.481,459.0,167.0,65.0,48.0,946.0
Royce O'Neale,24.0,1150.0,0.423,0.356,0.47,0.496,236.0,95.0,36.0,16.0,343.0
Rudy Gay,31.0,1231.0,0.471,0.314,0.516,0.506,291.0,73.0,46.0,38.0,655.0
Russell Westbrook,29.0,2914.0,0.449,0.298,0.485,0.477,804.0,820.0,147.0,20.0,2028.0
Ryan Anderson,29.0,1725.0,0.431,0.386,0.539,0.568,331.0,60.0,24.0,21.0,617.0
Ryan Arcidiacono,23.0,304.0,0.415,0.29,0.8,0.524,25.0,35.0,13.0,0.0,48.0
Salah Mejri,31.0,729.0,0.642,0.0,0.657,0.642,246.0,35.0,22.0,67.0,214.0
Sam Dekker,23.0,883.0,0.494,0.167,0.593,0.514,174.0,38.0,24.0,9.0,303.0
Sean Kilpatrick,28.0,256.0,0.37340000000000007,0.33659999999999995,0.4168,0.45199999999999996,34.8,18.4,5.2,2.0,132.0
Semi Ojeleye,23.0,1150.0,0.346,0.32,0.397,0.452,161.0,20.0,21.0,4.0,195.0
Serge Ibaka,28.0,2093.0,0.483,0.36,0.559,0.552,478.0,62.0,29.0,99.0,959.0
Shabazz Muhammad,25.0,278.6666666666667,0.4623333333333333,0.2816666666666667,0.492,0.4816666666666667,50.666666666666664,9.333333333333334,6.0,2.0,142.66666666666666
Shabazz Napier,26.0,1535.0,0.42,0.376,0.45,0.497,170.0,150.0,81.0,14.0,644.0
Shane Larkin,25.0,775.0,0.384,0.36,0.398,0.454,92.0,98.0,29.0,2.0,231.0
Shaquille Harrison,24.0,384.0,0.476,0.231,0.541,0.5,61.0,55.0,26.0,7.0,152.0
Shaun Livingston,32.0,1129.0,0.501,0.0,0.509,0.501,131.0,140.0,35.0,21.0,394.0
Shelvin Mack,27.0,1365.0,0.43,0.345,0.473,0.488,166.0,272.0,54.0,8.0,473.0
Sindarius Thornwell,23.0,1156.0,0.429,0.377,0.448,0.479,140.0,68.0,48.0,25.0,282.0
Skal Labissiere,21.0,1240.0,0.448,0.353,0.459,0.467,288.0,72.0,25.0,49.0,523.0
Solomon Hill,26.0,187.0,0.268,0.19,0.35,0.317,36.0,22.0,7.0,1.0,29.0
Spencer Dinwiddie,24.0,2306.0,0.387,0.326,0.452,0.471,259.0,524.0,68.0,23.0,1007.0
Stanley Johnson,21.0,1894.0,0.375,0.286,0.439,0.435,252.0,112.0,95.0,14.0,599.0
Stephen Curry,29.0,1631.0,0.495,0.423,0.595,0.618,261.0,310.0,80.0,8.0,1346.0
Sterling Brown,22.0,776.0,0.4,0.352,0.439,0.478,143.0,25.0,31.0,13.0,217.0
Steven Adams,24.0,2487.0,0.629,0.0,0.631,0.629,685.0,88.0,92.0,78.0,1056.0
T.J. Leaf,20.0,459.0,0.471,0.429,0.489,0.537,82.0,9.0,5.0,4.0,156.0
T.J. McConnell,25.0,1706.0,0.499,0.435,0.51,0.531,226.0,303.0,92.0,13.0,478.0
T.J. Warren,24.0,2142.0,0.498,0.222,0.523,0.507,333.0,85.0,65.0,41.0,1271.0
Taj Gibson,32.0,2726.0,0.577,0.2,0.595,0.581,584.0,99.0,62.0,59.0,999.0
Tarik Black,26.0,536.0,0.591,0.091,0.638,0.594,163.0,13.0,21.0,30.0,180.0
Taurean Waller-Prince,23.0,2464.0,0.426,0.385,0.461,0.516,389.0,214.0,85.0,42.0,1158.0
Terrance Ferguson,19.0,763.0,0.414,0.333,0.612,0.533,47.0,19.0,24.0,10.0,189.0
Terrence Ross,26.0,600.0,0.398,0.323,0.469,0.476,73.0,38.0,27.0,11.0,209.0
Terry Rozier,23.0,2068.0,0.395,0.381,0.41,0.491,376.0,232.0,80.0,19.0,900.0
Thabo Sefolosha,33.0,806.0,0.492,0.381,0.551,0.558,161.0,33.0,52.0,12.0,312.0
Thaddeus Young,29.0,2607.0,0.487,0.32,0.531,0.521,512.0,152.0,135.0,36.0,955.0
Thomas Bryant,20.0,72.0,0.381,0.1,0.636,0.405,17.0,6.0,1.0,2.0,22.0
Thon Maker,20.0,1238.0,0.411,0.298,0.467,0.46,225.0,46.0,38.0,53.0,356.0
Tim Frazier,27.0,838.0,0.395,0.304,0.44,0.445,115.0,194.0,47.0,7.0,176.0
Tim Hardaway,25.0,1885.0,0.421,0.317,0.516,0.496,224.0,155.0,62.0,10.0,996.0
Tim Quarterman,23.0,13.0,0.333,0.0,1.0,0.333,3.0,1.0,0.0,0.0,4.0
Timofey Mozgov,31.0,359.0,0.559,0.222,0.64,0.581,98.0,11.0,5.0,13.0,131.0
Timothe Luwawu-Cabarrot,22.0,807.0,0.375,0.335,0.431,0.474,72.0,54.0,12.0,5.0,299.0
Tobias Harris,25.0,1778.6666666666667,0.4613333333333333,0.41133333333333333,0.48900000000000005,0.5356666666666667,291.3333333333333,128.0,47.333333333333336,23.333333333333332,990.6666666666666
Tomas Satoransky,26.0,1643.0,0.523,0.465,0.544,0.585,233.0,286.0,52.0,15.0,524.0
Tony Allen,36.0,273.0,0.484,0.333,0.506,0.505,47.0,9.0,11.0,3.0,103.0
Tony Bradley,20.0,29.0,0.273,0.0,0.3,0.273,11.0,1.0,0.0,0.0,8.0
Tony Parker,35.0,1071.0,0.459,0.27,0.479,0.472,95.0,195.0,28.0,1.0,421.0
Tony Snell,26.0,2053.0,0.435,0.403,0.49,0.562,141.0,98.0,47.0,28.0,516.0
Torrey Craig,27.0,629.0,0.453,0.293,0.57,0.515,127.0,25.0,12.0,15.0,163.0
Travis Wear,27.0,228.0,0.347,0.362,0.32,0.465,38.0,7.0,4.0,5.0,75.0
Treveon Graham,24.0,1050.0,0.434,0.412,0.452,0.525,121.0,59.0,33.0,2.0,273.0
Trevor Ariza,32.0,2269.0,0.412,0.368,0.519,0.542,294.0,105.0,98.0,13.0,782.0
Trevor Booker,30.0,579.0,0.51325,0.248,0.54325,0.5255000000000001,159.0,41.0,14.0,10.5,214.0
Trey Burke,25.0,785.0,0.503,0.362,0.556,0.552,71.0,170.0,24.0,4.0,461.0
Trey Lyles,22.0,1391.0,0.491,0.381,0.563,0.566,347.0,91.0,30.0,34.0,724.0
Troy Daniels,26.0,1622.0,0.403,0.4,0.419,0.563,127.0,48.0,26.0,5.0,703.0
Troy Williams,23.0,204.66666666666666,0.39333333333333337,0.20733333333333334,0.5433333333333333,0.4283333333333334,42.0,10.666666666666666,13.333333333333334,2.6666666666666665,88.66666666666667
Tyler Cavanaugh,23.0,518.0,0.441,0.36,0.556,0.546,127.0,27.0,9.0,4.0,183.0
Tyler Dorsey,21.0,974.0,0.377,0.362,0.393,0.471,130.0,79.0,17.0,5.0,405.0
Tyler Ennis,23.0,683.0,0.42,0.25,0.476,0.451,95.0,105.0,30.0,10.0,224.0
Tyler Johnson,25.0,2052.0,0.435,0.367,0.491,0.518,248.0,165.0,60.0,34.0,843.0
Tyler Ulis,22.0,1658.0,0.388,0.288,0.425,0.426,128.0,311.0,70.0,7.0,554.0
Tyler Zeller,28.0,739.3333333333334,0.5653333333333334,0.24733333333333332,0.5823333333333333,0.5776666666666666,203.33333333333334,31.333333333333332,10.0,23.333333333333332,294.0
Tyreke Evans,28.0,1607.0,0.452,0.399,0.482,0.523,265.0,269.0,57.0,17.0,1010.0
Tyrone Wallace,23.0,851.0,0.445,0.25,0.483,0.466,105.0,71.0,27.0,13.0,291.0
Tyus Jones,21.0,1467.0,0.457,0.349,0.528,0.526,132.0,232.0,95.0,6.0,416.0
Udonis Haslem,37.0,72.0,0.2,0.125,0.286,0.233,10.0,5.0,0.0,2.0,8.0
Vander Blue,25.0,45.0,0.2,0.0,0.333,0.2,1.0,3.0,1.0,0.0,3.0
Victor Oladipo,25.0,2552.0,0.477,0.371,0.528,0.537,390.0,323.0,177.0,57.0,1735.0
Vince Carter,41.0,1026.0,0.403,0.345,0.483,0.504,148.0,69.0,42.0,26.0,313.0
Wade Baldwin,21.0,80.0,0.667,0.8,0.625,0.762,8.0,5.0,2.0,1.0,38.0
Walt Lemon Jr.,25.0,35.0,0.438,1.0,0.4,0.469,2.0,5.0,0.0,1.0,17.0
Wayne Ellington,30.0,2041.0,0.407,0.392,0.479,0.569,218.0,79.0,53.0,8.0,864.0
Wayne Selden,23.0,692.0,0.431,0.402,0.456,0.522,56.0,66.0,18.0,5.0,325.0
Wesley Iwundu,23.0,1020.0,0.427,0.196,0.488,0.447,137.0,57.0,33.0,12.0,229.0
Wesley Johnson,30.0,1486.0,0.408,0.339,0.471,0.489,216.0,61.0,76.0,62.0,403.0
Wesley Matthews,31.0,2131.0,0.406,0.381,0.441,0.516,198.0,172.0,76.0,16.0,802.0
Will Barton,27.0,2683.0,0.452,0.37,0.51,0.528,409.0,331.0,82.0,52.0,1268.0
Willie Cauley-Stein,24.0,2044.0,0.502,0.25,0.506,0.504,510.0,172.0,77.0,67.0,932.0
Willie Reed,27.0,423.5,0.668,0.5,0.6705000000000001,0.6725000000000001,120.5,9.5,9.0,22.0,194.0
Willy Hernangomez,23.0,330.0,0.5553333333333333,0.39599999999999996,0.566,0.5703333333333334,122.0,22.0,12.0,10.666666666666666,164.0
Wilson Chandler,30.0,2346.0,0.445,0.358,0.501,0.515,398.0,159.0,43.0,39.0,738.0
Xavier Munford,25.0,21.0,0.167,0.0,0.25,0.167,1.0,4.0,1.0,0.0,3.0
Xavier Rathan-Mayes,23.0,118.0,0.286,0.071,0.393,0.298,5.0,18.0,6.0,3.0,29.0
Yogi Ferrell,24.0,2282.0,0.426,0.373,0.477,0.518,249.0,201.0,64.0,9.0,838.0
Zach Collins,20.0,1045.0,0.398,0.31,0.455,0.458,221.0,52.0,17.0,31.0,292.0
Zach LaVine,22.0,656.0,0.383,0.341,0.405,0.442,94.0,72.0,24.0,4.0,401.0
Zach Randolph,36.0,1508.0,0.473,0.347,0.503,0.507,397.0,127.0,42.0,10.0,857.0
Zaza Pachulia,33.0,972.0,0.564,0.0,0.567,0.564,321.0,109.0,38.0,17.0,373.0
Zhou Qi,22.0,124.0,0.188,0.105,0.308,0.219,22.0,2.0,2.0,14.0,22.0
